week,product,sentiment_categoria,count,total,percentage
2023-06-05,Apple Vision Pro,Negativo,9085,50323,18.053375196232338
2023-06-05,Apple Vision Pro,Neutro,15761,50323,31.31967490014506
2023-06-05,Apple Vision Pro,Positivo,25477,50323,50.626949903622595
2023-06-12,Apple Vision Pro,Negativo,578,2920,19.794520547945204
2023-06-12,Apple Vision Pro,Neutro,936,2920,32.054794520547944
2023-06-12,Apple Vision Pro,Positivo,1406,2920,48.150684931506845
2023-06-19,Apple Vision Pro,Negativo,103,477,21.59329140461216
2023-06-19,Apple Vision Pro,Neutro,150,477,31.446540880503143
2023-06-19,Apple Vision Pro,Positivo,224,477,46.9601677148847
2023-06-26,Apple Vision Pro,Negativo,63,307,20.521172638436482
2023-06-26,Apple Vision Pro,Neutro,109,307,35.50488599348534
2023-06-26,Apple Vision Pro,Positivo,135,307,43.97394136807817
2023-07-03,Apple Vision Pro,Negativo,33,169,19.526627218934912
2023-07-03,Apple Vision Pro,Neutro,59,169,34.9112426035503
2023-07-03,Apple Vision Pro,Positivo,77,169,45.562130177514796
2023-07-10,Apple Vision Pro,Negativo,24,108,22.22222222222222
2023-07-10,Apple Vision Pro,Neutro,34,108,31.48148148148148
2023-07-10,Apple Vision Pro,Positivo,50,108,46.2962962962963
2023-07-17,Apple Vision Pro,Negativo,18,82,21.951219512195124
2023-07-17,Apple Vision Pro,Neutro,31,82,37.80487804878049
2023-07-17,Apple Vision Pro,Positivo,33,82,40.243902439024396
2023-07-24,Apple Vision Pro,Negativo,11,72,15.277777777777779
2023-07-24,Apple Vision Pro,Neutro,24,72,33.33333333333333
2023-07-24,Apple Vision Pro,Positivo,37,72,51.388888888888886
2023-07-31,Apple Vision Pro,Negativo,20,96,20.833333333333336
2023-07-31,Apple Vision Pro,Neutro,30,96,31.25
2023-07-31,Apple Vision Pro,Positivo,46,96,47.91666666666667
2023-08-07,Apple Vision Pro,Negativo,30,132,22.727272727272727
2023-08-07,Apple Vision Pro,Neutro,46,132,34.84848484848485
2023-08-07,Apple Vision Pro,Positivo,56,132,42.42424242424242
2023-08-14,Apple Vision Pro,Negativo,16,110,14.545454545454545
2023-08-14,Apple Vision Pro,Neutro,50,110,45.45454545454545
2023-08-14,Apple Vision Pro,Positivo,44,110,40.0
2023-08-21,Apple Vision Pro,Negativo,18,107,16.822429906542055
2023-08-21,Apple Vision Pro,Neutro,40,107,37.38317757009346
2023-08-21,Apple Vision Pro,Positivo,49,107,45.794392523364486
2023-08-28,Apple Vision Pro,Negativo,20,88,22.727272727272727
2023-08-28,Apple Vision Pro,Neutro,30,88,34.090909090909086
2023-08-28,Apple Vision Pro,Positivo,38,88,43.18181818181818
2023-09-04,Apple Vision Pro,Negativo,14,66,21.21212121212121
2023-09-04,Apple Vision Pro,Neutro,20,66,30.303030303030305
2023-09-04,Apple Vision Pro,Positivo,32,66,48.484848484848484
2023-09-11,Apple Vision Pro,Negativo,19,96,19.791666666666664
2023-09-11,Apple Vision Pro,Neutro,30,96,31.25
2023-09-11,Apple Vision Pro,Positivo,47,96,48.95833333333333
2023-09-18,Apple Vision Pro,Negativo,22,79,27.848101265822784
2023-09-18,Apple Vision Pro,Neutro,24,79,30.37974683544304
2023-09-18,Apple Vision Pro,Positivo,33,79,41.77215189873418
2023-09-25,Apple Vision Pro,Negativo,19,115,16.52173913043478
2023-09-25,Apple Vision Pro,Neutro,37,115,32.17391304347826
2023-09-25,Apple Vision Pro,Positivo,59,115,51.30434782608696
2023-10-02,Apple Vision Pro,Negativo,16,65,24.615384615384617
2023-10-02,Apple Vision Pro,Neutro,14,65,21.53846153846154
2023-10-02,Apple Vision Pro,Positivo,35,65,53.84615384615385
2023-10-09,Apple Vision Pro,Negativo,7,64,10.9375
2023-10-09,Apple Vision Pro,Neutro,21,64,32.8125
2023-10-09,Apple Vision Pro,Positivo,36,64,56.25
2023-10-09,Meta Quest 3,Negativo,342,2177,15.709692237023425
2023-10-09,Meta Quest 3,Neutro,564,2177,25.90721175930179
2023-10-09,Meta Quest 3,Positivo,1271,2177,58.38309600367479
2023-10-16,Apple Vision Pro,Negativo,16,99,16.161616161616163
2023-10-16,Apple Vision Pro,Neutro,28,99,28.28282828282828
2023-10-16,Apple Vision Pro,Positivo,55,99,55.55555555555556
2023-10-16,Meta Quest 3,Negativo,40,218,18.34862385321101
2023-10-16,Meta Quest 3,Neutro,63,218,28.899082568807337
2023-10-16,Meta Quest 3,Positivo,115,218,52.752293577981646
2023-10-23,Apple Vision Pro,Negativo,10,71,14.084507042253522
2023-10-23,Apple Vision Pro,Neutro,19,71,26.76056338028169
2023-10-23,Apple Vision Pro,Positivo,42,71,59.154929577464785
2023-10-23,Meta Quest 3,Negativo,14,68,20.588235294117645
2023-10-23,Meta Quest 3,Neutro,19,68,27.941176470588236
2023-10-23,Meta Quest 3,Positivo,35,68,51.470588235294116
2023-10-30,Apple Vision Pro,Negativo,8,48,16.666666666666664
2023-10-30,Apple Vision Pro,Neutro,11,48,22.916666666666664
2023-10-30,Apple Vision Pro,Positivo,29,48,60.416666666666664
2023-10-30,Meta Quest 3,Negativo,8,39,20.51282051282051
2023-10-30,Meta Quest 3,Neutro,12,39,30.76923076923077
2023-10-30,Meta Quest 3,Positivo,19,39,48.717948717948715
2023-11-06,Apple Vision Pro,Negativo,3,36,8.333333333333332
2023-11-06,Apple Vision Pro,Neutro,12,36,33.33333333333333
2023-11-06,Apple Vision Pro,Positivo,21,36,58.333333333333336
2023-11-06,Meta Quest 3,Negativo,5,35,14.285714285714285
2023-11-06,Meta Quest 3,Neutro,14,35,40.0
2023-11-06,Meta Quest 3,Positivo,16,35,45.714285714285715
2023-11-13,Apple Vision Pro,Negativo,3,41,7.317073170731707
2023-11-13,Apple Vision Pro,Neutro,15,41,36.58536585365854
2023-11-13,Apple Vision Pro,Positivo,23,41,56.09756097560976
2023-11-13,Meta Quest 3,Negativo,5,23,21.73913043478261
2023-11-13,Meta Quest 3,Neutro,6,23,26.08695652173913
2023-11-13,Meta Quest 3,Positivo,12,23,52.17391304347826
2023-11-20,Apple Vision Pro,Negativo,10,60,16.666666666666664
2023-11-20,Apple Vision Pro,Neutro,23,60,38.333333333333336
2023-11-20,Apple Vision Pro,Positivo,27,60,45.0
2023-11-20,Meta Quest 3,Negativo,6,43,13.953488372093023
2023-11-20,Meta Quest 3,Neutro,16,43,37.2093023255814
2023-11-20,Meta Quest 3,Positivo,21,43,48.837209302325576
2023-11-27,Apple Vision Pro,Negativo,8,63,12.698412698412698
2023-11-27,Apple Vision Pro,Neutro,22,63,34.92063492063492
2023-11-27,Apple Vision Pro,Positivo,33,63,52.38095238095239
2023-11-27,Meta Quest 3,Negativo,431,2156,19.990723562152134
2023-11-27,Meta Quest 3,Neutro,512,2156,23.747680890538035
2023-11-27,Meta Quest 3,Positivo,1213,2156,56.26159554730983
2023-12-04,Apple Vision Pro,Negativo,14,78,17.94871794871795
2023-12-04,Apple Vision Pro,Neutro,26,78,33.33333333333333
2023-12-04,Apple Vision Pro,Positivo,38,78,48.717948717948715
2023-12-04,Meta Quest 3,Negativo,19,98,19.387755102040817
2023-12-04,Meta Quest 3,Neutro,29,98,29.591836734693878
2023-12-04,Meta Quest 3,Positivo,50,98,51.02040816326531
2023-12-11,Apple Vision Pro,Negativo,12,53,22.641509433962266
2023-12-11,Apple Vision Pro,Neutro,19,53,35.84905660377358
2023-12-11,Apple Vision Pro,Positivo,22,53,41.509433962264154
2023-12-11,Meta Quest 3,Negativo,45,370,12.162162162162163
2023-12-11,Meta Quest 3,Neutro,48,370,12.972972972972974
2023-12-11,Meta Quest 3,Positivo,277,370,74.86486486486487
2023-12-18,Apple Vision Pro,Negativo,6,51,11.76470588235294
2023-12-18,Apple Vision Pro,Neutro,15,51,29.411764705882355
2023-12-18,Apple Vision Pro,Positivo,30,51,58.82352941176471
2023-12-18,Meta Quest 3,Negativo,40,282,14.184397163120568
2023-12-18,Meta Quest 3,Neutro,38,282,13.47517730496454
2023-12-18,Meta Quest 3,Positivo,204,282,72.3404255319149
2023-12-25,Apple Vision Pro,Negativo,16,67,23.88059701492537
2023-12-25,Apple Vision Pro,Neutro,21,67,31.343283582089555
2023-12-25,Apple Vision Pro,Positivo,30,67,44.776119402985074
2023-12-25,Meta Quest 3,Negativo,26,228,11.403508771929824
2023-12-25,Meta Quest 3,Neutro,33,228,14.473684210526317
2023-12-25,Meta Quest 3,Positivo,169,228,74.12280701754386
2024-01-01,Apple Vision Pro,Negativo,7,53,13.20754716981132
2024-01-01,Apple Vision Pro,Neutro,25,53,47.16981132075472
2024-01-01,Apple Vision Pro,Positivo,21,53,39.62264150943396
2024-01-01,Meta Quest 3,Negativo,19,103,18.446601941747574
2024-01-01,Meta Quest 3,Neutro,20,103,19.41747572815534
2024-01-01,Meta Quest 3,Positivo,64,103,62.13592233009708
2024-01-08,Apple Vision Pro,Negativo,34,194,17.525773195876287
2024-01-08,Apple Vision Pro,Neutro,71,194,36.597938144329895
2024-01-08,Apple Vision Pro,Positivo,89,194,45.876288659793815
2024-01-08,Meta Quest 3,Negativo,21,106,19.81132075471698
2024-01-08,Meta Quest 3,Neutro,17,106,16.037735849056602
2024-01-08,Meta Quest 3,Positivo,68,106,64.15094339622641
2024-01-15,Apple Vision Pro,Negativo,15,89,16.853932584269664
2024-01-15,Apple Vision Pro,Neutro,29,89,32.58426966292135
2024-01-15,Apple Vision Pro,Positivo,45,89,50.56179775280899
2024-01-15,Meta Quest 3,Negativo,23,99,23.232323232323232
2024-01-15,Meta Quest 3,Neutro,24,99,24.242424242424242
2024-01-15,Meta Quest 3,Positivo,52,99,52.52525252525253
2024-01-22,Apple Vision Pro,Negativo,16,81,19.753086419753085
2024-01-22,Apple Vision Pro,Neutro,31,81,38.2716049382716
2024-01-22,Apple Vision Pro,Positivo,34,81,41.9753086419753
2024-01-22,Meta Quest 3,Negativo,16,101,15.841584158415841
2024-01-22,Meta Quest 3,Neutro,17,101,16.831683168316832
2024-01-22,Meta Quest 3,Positivo,68,101,67.32673267326733
2024-01-29,Apple Vision Pro,Negativo,8108,48228,16.811810566475906
2024-01-29,Apple Vision Pro,Neutro,14287,48228,29.623869951065775
2024-01-29,Apple Vision Pro,Positivo,25833,48228,53.56431948245832
2024-01-29,Meta Quest 3,Negativo,13,68,19.11764705882353
2024-01-29,Meta Quest 3,Neutro,10,68,14.705882352941178
2024-01-29,Meta Quest 3,Positivo,45,68,66.17647058823529
2024-02-05,Apple Vision Pro,Negativo,1604,9517,16.85405064621204
2024-02-05,Apple Vision Pro,Neutro,2965,9517,31.154775664600187
2024-02-05,Apple Vision Pro,Positivo,4948,9517,51.99117368918776
2024-02-05,Meta Quest 3,Negativo,18,127,14.173228346456693
2024-02-05,Meta Quest 3,Neutro,16,127,12.598425196850393
2024-02-05,Meta Quest 3,Positivo,93,127,73.22834645669292
2024-02-12,Apple Vision Pro,Negativo,223,1418,15.726375176304655
2024-02-12,Apple Vision Pro,Neutro,478,1418,33.70944992947813
2024-02-12,Apple Vision Pro,Positivo,717,1418,50.5641748942172
2024-02-12,Meta Quest 3,Negativo,11,123,8.94308943089431
2024-02-12,Meta Quest 3,Neutro,19,123,15.447154471544716
2024-02-12,Meta Quest 3,Positivo,93,123,75.60975609756098
2024-02-19,Apple Vision Pro,Negativo,89,564,15.780141843971633
2024-02-19,Apple Vision Pro,Neutro,183,564,32.4468085106383
2024-02-19,Apple Vision Pro,Positivo,292,564,51.77304964539007
2024-02-19,Meta Quest 3,Negativo,11,104,10.576923076923077
2024-02-19,Meta Quest 3,Neutro,17,104,16.346153846153847
2024-02-19,Meta Quest 3,Positivo,76,104,73.07692307692307
2024-02-26,Apple Vision Pro,Negativo,615,4231,14.53557078704798
2024-02-26,Apple Vision Pro,Neutro,1388,4231,32.80548333727251
2024-02-26,Apple Vision Pro,Positivo,2228,4231,52.65894587567951
2024-02-26,Meta Quest 3,Negativo,17,69,24.637681159420293
2024-02-26,Meta Quest 3,Neutro,11,69,15.942028985507244
2024-02-26,Meta Quest 3,Positivo,41,69,59.42028985507246
2024-03-04,Apple Vision Pro,Negativo,167,953,17.523609653725078
2024-03-04,Apple Vision Pro,Neutro,282,953,29.590766002098633
2024-03-04,Apple Vision Pro,Positivo,504,953,52.885624344176286
2024-03-04,Meta Quest 3,Negativo,9,73,12.32876712328767
2024-03-04,Meta Quest 3,Neutro,8,73,10.95890410958904
2024-03-04,Meta Quest 3,Positivo,56,73,76.71232876712328
2024-03-11,Apple Vision Pro,Negativo,44,216,20.37037037037037
2024-03-11,Apple Vision Pro,Neutro,70,216,32.407407407407405
2024-03-11,Apple Vision Pro,Positivo,102,216,47.22222222222222
2024-03-11,Meta Quest 3,Negativo,5,63,7.936507936507936
2024-03-11,Meta Quest 3,Neutro,11,63,17.46031746031746
2024-03-11,Meta Quest 3,Positivo,47,63,74.60317460317461
2024-03-18,Apple Vision Pro,Negativo,21,144,14.583333333333334
2024-03-18,Apple Vision Pro,Neutro,43,144,29.86111111111111
2024-03-18,Apple Vision Pro,Positivo,80,144,55.55555555555556
2024-03-18,Meta Quest 3,Negativo,6,51,11.76470588235294
2024-03-18,Meta Quest 3,Neutro,8,51,15.686274509803921
2024-03-18,Meta Quest 3,Positivo,37,51,72.54901960784314
2024-03-25,Apple Vision Pro,Negativo,18,90,20.0
2024-03-25,Apple Vision Pro,Neutro,26,90,28.888888888888886
2024-03-25,Apple Vision Pro,Positivo,46,90,51.11111111111111
2024-03-25,Meta Quest 3,Negativo,7,42,16.666666666666664
2024-03-25,Meta Quest 3,Neutro,7,42,16.666666666666664
2024-03-25,Meta Quest 3,Positivo,28,42,66.66666666666666
2024-04-01,Apple Vision Pro,Negativo,15,94,15.957446808510639
2024-04-01,Apple Vision Pro,Neutro,30,94,31.914893617021278
2024-04-01,Apple Vision Pro,Positivo,49,94,52.12765957446809
2024-04-01,Meta Quest 3,Negativo,3,53,5.660377358490567
2024-04-01,Meta Quest 3,Neutro,5,53,9.433962264150944
2024-04-01,Meta Quest 3,Positivo,45,53,84.90566037735849
2024-04-08,Apple Vision Pro,Negativo,15,74,20.27027027027027
2024-04-08,Apple Vision Pro,Neutro,22,74,29.72972972972973
2024-04-08,Apple Vision Pro,Positivo,37,74,50.0
2024-04-08,Meta Quest 3,Negativo,5,46,10.869565217391305
2024-04-08,Meta Quest 3,Neutro,6,46,13.043478260869565
2024-04-08,Meta Quest 3,Positivo,35,46,76.08695652173914
2024-04-15,Apple Vision Pro,Negativo,27,152,17.763157894736842
2024-04-15,Apple Vision Pro,Neutro,51,152,33.55263157894737
2024-04-15,Apple Vision Pro,Positivo,74,152,48.68421052631579
2024-04-15,Meta Quest 3,Negativo,4,28,14.285714285714285
2024-04-15,Meta Quest 3,Neutro,4,28,14.285714285714285
2024-04-15,Meta Quest 3,Positivo,20,28,71.42857142857143
2024-04-22,Apple Vision Pro,Negativo,22,95,23.157894736842106
2024-04-22,Apple Vision Pro,Neutro,22,95,23.157894736842106
2024-04-22,Apple Vision Pro,Positivo,51,95,53.68421052631579
2024-04-22,Meta Quest 3,Negativo,4,50,8.0
2024-04-22,Meta Quest 3,Neutro,10,50,20.0
2024-04-22,Meta Quest 3,Positivo,36,50,72.0
2024-04-29,Apple Vision Pro,Negativo,16,83,19.27710843373494
2024-04-29,Apple Vision Pro,Neutro,28,83,33.734939759036145
2024-04-29,Apple Vision Pro,Positivo,39,83,46.98795180722892
2024-04-29,Meta Quest 3,Negativo,8,34,23.52941176470588
2024-04-29,Meta Quest 3,Neutro,4,34,11.76470588235294
2024-04-29,Meta Quest 3,Positivo,22,34,64.70588235294117
2024-05-06,Apple Vision Pro,Negativo,11,79,13.924050632911392
2024-05-06,Apple Vision Pro,Neutro,26,79,32.91139240506329
2024-05-06,Apple Vision Pro,Positivo,42,79,53.16455696202531
2024-05-06,Meta Quest 3,Negativo,12,112,10.714285714285714
2024-05-06,Meta Quest 3,Neutro,22,112,19.642857142857142
2024-05-06,Meta Quest 3,Positivo,78,112,69.64285714285714
2024-05-13,Apple Vision Pro,Negativo,6,35,17.142857142857142
2024-05-13,Apple Vision Pro,Neutro,7,35,20.0
2024-05-13,Apple Vision Pro,Positivo,22,35,62.857142857142854
2024-05-13,Meta Quest 3,Negativo,8,76,10.526315789473683
2024-05-13,Meta Quest 3,Neutro,12,76,15.789473684210526
2024-05-13,Meta Quest 3,Positivo,56,76,73.68421052631578
2024-05-20,Apple Vision Pro,Negativo,6,39,15.384615384615385
2024-05-20,Apple Vision Pro,Neutro,13,39,33.33333333333333
2024-05-20,Apple Vision Pro,Positivo,20,39,51.28205128205128
2024-05-20,Meta Quest 3,Negativo,13,59,22.033898305084744
2024-05-20,Meta Quest 3,Neutro,6,59,10.16949152542373
2024-05-20,Meta Quest 3,Positivo,40,59,67.79661016949152
2024-05-27,Apple Vision Pro,Negativo,11,48,22.916666666666664
2024-05-27,Apple Vision Pro,Neutro,15,48,31.25
2024-05-27,Apple Vision Pro,Positivo,22,48,45.83333333333333
2024-05-27,Meta Quest 3,Negativo,9,57,15.789473684210526
2024-05-27,Meta Quest 3,Neutro,10,57,17.543859649122805
2024-05-27,Meta Quest 3,Positivo,38,57,66.66666666666666
2024-06-03,Apple Vision Pro,Negativo,13,47,27.659574468085108
2024-06-03,Apple Vision Pro,Neutro,8,47,17.02127659574468
2024-06-03,Apple Vision Pro,Positivo,26,47,55.319148936170215
2024-06-03,Meta Quest 3,Negativo,10,60,16.666666666666664
2024-06-03,Meta Quest 3,Neutro,15,60,25.0
2024-06-03,Meta Quest 3,Positivo,35,60,58.333333333333336
2024-06-10,Apple Vision Pro,Negativo,11,66,16.666666666666664
2024-06-10,Apple Vision Pro,Neutro,17,66,25.757575757575758
2024-06-10,Apple Vision Pro,Positivo,38,66,57.57575757575758
2024-06-10,Meta Quest 3,Negativo,8,50,16.0
2024-06-10,Meta Quest 3,Neutro,11,50,22.0
2024-06-10,Meta Quest 3,Positivo,31,50,62.0
2024-06-17,Apple Vision Pro,Negativo,4,48,8.333333333333332
2024-06-17,Apple Vision Pro,Neutro,16,48,33.33333333333333
2024-06-17,Apple Vision Pro,Positivo,28,48,58.333333333333336
2024-06-17,Meta Quest 3,Negativo,10,70,14.285714285714285
2024-06-17,Meta Quest 3,Neutro,15,70,21.428571428571427
2024-06-17,Meta Quest 3,Positivo,45,70,64.28571428571429
2024-06-24,Apple Vision Pro,Negativo,8,32,25.0
2024-06-24,Apple Vision Pro,Neutro,8,32,25.0
2024-06-24,Apple Vision Pro,Positivo,16,32,50.0
2024-06-24,Meta Quest 3,Negativo,3,54,5.555555555555555
2024-06-24,Meta Quest 3,Neutro,12,54,22.22222222222222
2024-06-24,Meta Quest 3,Positivo,39,54,72.22222222222221
2024-07-01,Apple Vision Pro,Negativo,3,20,15.0
2024-07-01,Apple Vision Pro,Neutro,6,20,30.0
2024-07-01,Apple Vision Pro,Positivo,11,20,55.00000000000001
2024-07-01,Meta Quest 3,Negativo,4,37,10.81081081081081
2024-07-01,Meta Quest 3,Neutro,7,37,18.91891891891892
2024-07-01,Meta Quest 3,Positivo,26,37,70.27027027027027
2024-07-08,Apple Vision Pro,Negativo,7,37,18.91891891891892
2024-07-08,Apple Vision Pro,Neutro,6,37,16.216216216216218
2024-07-08,Apple Vision Pro,Positivo,24,37,64.86486486486487
2024-07-08,Meta Quest 3,Negativo,6,37,16.216216216216218
2024-07-08,Meta Quest 3,Neutro,9,37,24.324324324324326
2024-07-08,Meta Quest 3,Positivo,22,37,59.45945945945946
2024-07-15,Apple Vision Pro,Negativo,6,37,16.216216216216218
2024-07-15,Apple Vision Pro,Neutro,6,37,16.216216216216218
2024-07-15,Apple Vision Pro,Positivo,25,37,67.56756756756756
2024-07-15,Meta Quest 3,Negativo,7,51,13.725490196078432
2024-07-15,Meta Quest 3,Neutro,11,51,21.568627450980394
2024-07-15,Meta Quest 3,Positivo,33,51,64.70588235294117
2024-07-22,Apple Vision Pro,Negativo,3,34,8.823529411764707
2024-07-22,Apple Vision Pro,Neutro,14,34,41.17647058823529
2024-07-22,Apple Vision Pro,Positivo,17,34,50.0
2024-07-22,Meta Quest 3,Negativo,9,42,21.428571428571427
2024-07-22,Meta Quest 3,Neutro,10,42,23.809523809523807
2024-07-22,Meta Quest 3,Positivo,23,42,54.761904761904766
